query,source_document,model,predicted_bm25_weight,predicted_dense_weight,preferred_retriever,best_baseline,bm25_mrr,dense_mrr,v3_mrr,bm25_ndcg,dense_ndcg,v3_ndcg,v3_rank,best_baseline_mrr,v3_mrr_gain,bm25_top_score,bm25_mean_score,bm25_score_gap,dense_top_similarity,dense_mean_similarity,dense_similarity_gap,overlap_ratio,rank_agreement,bm25_result_count,dense_result_count,failure_severity,retriever_winner,v3_status,query_type,signal_type,failure_amount,strong_bm25_signal,strong_dense_signal,analysis_overlap_ratio,analysis_rank_agreement
lean principles form,"pment. Lean principles form a key philosophical foundation of the Agile movement. There are 7 core Lean principles: 1. Eliminate Waste: Waste is anything that does not add value to the customer. In software, waste includes: unnecessary code or features, unclear requirements, waiting, task switching, defects, and over-processing. The goal is to identify and eliminate all forms of waste. 2. Build Quality In: Quality should be built into the process, not inspected in at the end. Techniques like Tes",Extra Trees,0.000875,0.999125,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,13.89428546900021,3.559864027128215,4.0879689949907565,0.6162509343554463,0.4441375418302001,0.1101111000704393,0.1111111111111111,1.0,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.1111111111111111,1.0
agile adoption personality,"n. •​ Retrospectives are used to surface resistance and address it openly. Personality Types and Agile Adoption: Different personality types respond differently to Agile adoption: Personality Type Behavior in Agile Adoption Approach Innovators Embrace Agile enthusiastically, drive change Give them leadership roles in adoption Early Adopters Open to change, quick learners Use as champions to influence others Early Majority Accept change when they see it working Show them success stories Late Majo",Extra Trees,0.046729,0.953271,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,15.510630137182456,4.705236275709839,5.681562940375329,0.6860001287588122,0.4900441321002235,0.16874805015798,0.4285714285714285,0.7,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.4285714285714285,0.7
customers inside india,"nch a website that allows sales to customers inside India' User Story (Structured Format): As an Indian customer, I want to browse and purchase products on a website, so that I can conveniently shop online and have items delivered to my doorstep within India. Acceptance Criteria: •​ Website is accessible from all major Indian cities. •​ All prices are displayed in Indian Rupees (INR). •​ Payment via UPI, Net Banking, Credit/Debit Cards (Indian banks). •​ Delivery available across all serviceable",Extra Trees,0.01113,0.98887,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,8.06441852581607,2.216329675525188,2.512237233060392,0.5548323899948244,0.4273743534492976,0.0762261036818922,0.0526315789473684,1.0,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.0526315789473684,1.0
sprint agile definition," Difficult Welcomed Team collaboration Moderate High Q3. Define Sprint in Agile Definition of Sprint: A Sprint (also called an Iteration) is a fixed-length, time-boxed period during which a Scrum team works to complete a set of pre-selected Product Backlog Items (PBIs) and deliver a potentially shippable product Increment. Sprints are the heartbeat of Scrum, where ideas are turned into value. Key Properties of a Sprint: •​ Duration: Usually 1 to 4 weeks (most commonly 2 weeks). The duration is f",Extra Trees,0.142985,0.857015,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,4.712874475930866,3.4789560432960167,0.4144997581355927,0.699736583452596,0.5817495227646368,0.0792169892184385,0.1111111111111111,0.55,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.1111111111111111,0.55
stakeholders backlog refined," (P): Items are ordered by the Product Owner based on value, risk, and dependencies. Higher-priority items are at the top and worked on first. Additional Characteristics: •​ Single Source of Truth: All work for the product comes from the Product Backlog. •​ Transparent: The entire Scrum Team and stakeholders can see the backlog. •​ Refined Continuously (Backlog Grooming): The team regularly reviews, updates, and estimates backlog items to keep it ready for Sprint Planning. Q18. Justify the state",Extra Trees,0.180377,0.819623,BM25,BM25,0.5,0.3333333333333333,0.5,0.6309297535714575,0.5,0.6309297535714575,2,0.5,0.0,7.079333417925061,4.1654963414175405,0.1732503407065699,0.5403029509236559,0.5036605306104704,0.0199943685197402,0.0526315789473684,0.9,10.0,10.0,0.0,BM25,Equal,BM25-win-underweighted,Mixed,0.0,False,False,0.0526315789473684,0.9
product owner focuses,"apidly. The Product Owner focuses the backlog on: scaling features, performance improvements, expanding to new markets, and onboarding new users. Example (E-commerce App): In growth, the team adds payment gateways, mobile apps, referral programs, and multiple language support. 3. Maturity Stage: The product reaches peak market penetration. Growth slows. The team focuses on: retaining existing users, optimizing performance, competitive differentiation, and reducing technical debt. Example (E-comm",Extra Trees,0.104392,0.895608,BM25,BM25,1.0,0.5,1.0,1.0,0.6309297535714575,1.0,1,1.0,0.0,8.90281037023362,4.829802267210655,2.1513672477834485,0.5548966543506354,0.4851805083815173,0.0015023627782367,0.5384615384615384,0.6857142857142857,10.0,10.0,0.0,BM25,Equal,BM25-win-underweighted,Strong-BM25,0.0,True,False,0.5384615384615384,0.6857142857142857
scrum team po,"oduct resulting from the work of the Scrum Team. The PO is the sole person responsible for managing the Product Backlog. Key Responsibilities: •​ Developing and explicitly communicating the Product Goal. •​ Creating and clearly communicating Product Backlog items (User Stories). •​ Ordering (prioritizing) the Product Backlog to best achieve goals. •​ Ensuring the Product Backlog is transparent, visible, and understood. •​ Acting as the voice of the customer and stakeholders. •​ Accepting or reje",Extra Trees,0.306852,0.693148,Dense,Dense,0.1428571428571428,1.0,1.0,0.3333333333333333,1.0,1.0,1,1.0,0.0,5.234855112732583,4.074659529588404,0.188882291857638,0.5596145237195351,0.5339034193917115,0.0020729311271493,0.4285714285714285,0.6333333333333333,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.4285714285714285,0.6333333333333333
team inertia refers,"ally breaks into independent modules, and the organization benefits from early delivery of critical payroll functionality. UNIT 3: Agile Teams & Self-Organization Q14. Interpret the Assembling Team during Adoption with respect to Team Inertia & Personality Type Team Inertia: Team inertia refers to the resistance a team shows toward change when adopting Agile/Scrum. Teams that have worked in traditional (Waterfall) environments for a long time tend to resist the cultural shift required by Agile. ",Extra Trees,0.011604,0.988396,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,12.635583858456256,3.95026445843444,6.339151569115177,0.6182362874786415,0.459152551343822,0.0862900739455548,0.4285714285714285,0.7833333333333333,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.4285714285714285,0.7833333333333333
silos importance agile,"•​ Self-sufficient: Can complete work end-to-end without external dependencies. •​ Diverse skills: Members have different areas of expertise (frontend, backend, QA, DevOps, UX). •​ Shared ownership: The entire team owns the Sprint Goal and the product quality. •​ Collaborative: Members work together, not in silos. Importance in Agile: •​ Eliminates Handoffs: In traditional teams, work passes from one specialist to another (developer → tester → DevOps), creating delays. Cross-functional teams eli",Extra Trees,0.025804,0.974196,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,5.832574949916899,3.1716505897652376,2.031204400891584,0.5347131178511088,0.4649606315085511,0.0597433108997715,0.1111111111111111,0.6,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.1111111111111111,0.6
innovation planning ip,"one Innovation & Planning (IP) Iteration. PI Planning: •​ PI Planning is a 2-day, face-to-face (or virtual) event held at the start of every PI. •​ All members of the ART (all teams) attend. •​ Business owners present priorities and vision. •​ Teams plan their iterations for the upcoming PI, identify cross-team dependencies, and commit to PI Objectives. PI Objectives: •​ Each team defines 4–5 PI Objectives — business-value-oriented goals for the PI. •​ Business value is scored by business owners",Extra Trees,0.050632,0.949368,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,12.204534295576766,4.219071567012411,5.425941939920872,0.604675203276485,0.4465394828406387,0.0974802746646805,0.1764705882352941,0.8666666666666667,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.1764705882352941,0.8666666666666667
wsjf wsjf prioritization,m Ready Methods – i) WSJF ii) MoSCoW i) Weighted Shortest Job First (WSJF): WSJF is a prioritization method used in SAFe (Scaled Agile Framework) to sequence backlog items in a way that maximizes economic benefit. It prioritizes items that deliver the most value in the least time. Formula: WSJF = Cost of Delay / Job Duration Cost of Delay includes: •​ User-Business Value: How much value does this bring to users/business? •​ Time Criticality: Is there a deadline or time-sensitive opportunity? •​ ,Extra Trees,0.008111,0.991889,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,17.098362977079912,4.521021086777057,5.536324966261823,0.5993560747280265,0.4491346705370599,0.1101395202985232,0.5384615384615384,0.8,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.5384615384615384,0.8
innovation planning,"one Innovation & Planning (IP) Iteration. PI Planning: •​ PI Planning is a 2-day, face-to-face (or virtual) event held at the start of every PI. •​ All members of the ART (all teams) attend. •​ Business owners present priorities and vision. •​ Teams plan their iterations for the upcoming PI, identify cross-team dependencies, and commit to PI Objectives. PI Objectives: •​ Each team defines 4–5 PI Objectives — business-value-oriented goals for the PI. •​ Business value is scored by business owners",Extra Trees,0.043469,0.956531,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,7.408093020959503,3.7394274395506857,0.6295006653036097,0.5877262123006356,0.4662268745706789,0.0885235813102067,0.1764705882352941,0.8666666666666667,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.1764705882352941,0.8666666666666667
resolution scrum master," 15-minute sync each day to coordinate work, surface blockers, and realign on the Sprint Goal. •​ Pair Programming and Code Reviews: Developers collaborate on code to improve quality and share knowledge. •​ Continuous Integration: Code is integrated and tested frequently (multiple times a day) to detect issues early. •​ Impediment Resolution: Scrum Master actively removes blockers so the team maintains flow. •​ Collaboration Tools: Teams use Jira, Azure DevOps, or similar tools to track task pro",Extra Trees,0.109121,0.890879,Dense,Dense,0.0,0.2,0.2,0.0,0.3868528072345416,0.3868528072345416,5,0.2,0.0,5.112305776222563,3.650311189977793,0.4742343649984653,0.5641611278853786,0.5168709730766428,0.0371989595567886,0.1111111111111111,1.0,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1111111111111111,1.0
meeting sprint goal,"? •​ What will I do today to help the team meet the Sprint Goal? •​ Do I see any impediments preventing me or the team from meeting the Sprint Goal? Benefits: Improves communication, identifies impediments early, promotes quick decision-making, and eliminates the need for other meetings. iv) Sprint Retrospective: The Sprint Retrospective is the last event of the Sprint (before the next Sprint Planning). It is time-boxed to 3 hours for a one-month Sprint. Its purpose is to plan ways to increase q",Extra Trees,0.213587,0.786413,Dense,Dense,0.1,1.0,1.0,0.2890648263178879,1.0,1.0,1,1.0,0.0,3.3143005359649504,3.070492458758118,0.1278364970349748,0.6343091380361335,0.5641343561286973,0.0250719177634549,0.1764705882352941,0.6333333333333333,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.6333333333333333
sprint delivers improved,"terative Delivery: Each sprint delivers an improved version of the game — better graphics, new levels, bug fixes — without waiting for the entire game to be redesigned. •​ Player Feedback Loop: Sprint Reviews with stakeholders (game testers, players) allow the team to inspect the game and adapt their plan for the next sprint. •​ Cross-Functional Teams: Game development needs programmers, designers, artists, and testers — all of which can be part of a Scrum team. Example Sprint Plan: •​ Sprint 1:",Extra Trees,0.235933,0.764067,BM25,BM25,1.0,0.5,1.0,1.0,0.6309297535714575,1.0,1,1.0,0.0,8.269674704976314,1.97040565452596,4.489627474963132,0.5587698628521909,0.5415775649904475,0.0033852905530541,0.1764705882352941,0.8666666666666667,10.0,10.0,0.0,BM25,Equal,BM25-win-underweighted,Strong-BM25,0.0,True,False,0.1764705882352941,0.8666666666666667
delete remove restaurant,"pdate): Edit restaurant details •​ Slice 4 (Delete): Remove a restaurant from the platform Comparison Table: Parameter By Data Variation By Operation (CRUD) Basis of slicing Different types/categories of data Different actions on the same data Example Pay by Card, Pay by UPI Add, View, Edit, Delete restaurant Best for Features with multiple data categories Admin panels, management systems Delivery order Most used data type first Create → Read → Update → Delete Q30. Explain three important inputs",Extra Trees,0.000917,0.999083,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,17.126209480511633,3.3715943438230007,12.084897318374916,0.5490401182903274,0.4111467625192663,0.1206304224289512,0.25,0.75,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.25,0.75
definition agile scrum,"AGILE SCRUM METHODOLOGY Comprehensive Examination Answer Book All 54 Questions – Detailed Answers UNIT 1: Introduction to Agile & Scrum Q1. Define Agile Scrum Definition: Agile Scrum is an iterative and incremental project management framework used primarily in software development. It is a subset of the Agile methodology that provides a structured yet flexible approach to delivering complex products. Scrum organizes work into fixed-length cycles called Sprints (typically 1–4 weeks), during whic",Extra Trees,0.034931,0.965069,Dense,Dense,0.1666666666666666,1.0,1.0,0.3562071871080222,1.0,1.0,1,1.0,0.0,4.874024572880418,3.9903204377958894,0.1611500969495525,0.7422017835617583,0.5922164607570177,0.1035163143465953,0.25,0.7,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.25,0.7
backlog items," (P): Items are ordered by the Product Owner based on value, risk, and dependencies. Higher-priority items are at the top and worked on first. Additional Characteristics: •​ Single Source of Truth: All work for the product comes from the Product Backlog. •​ Transparent: The entire Scrum Team and stakeholders can see the backlog. •​ Refined Continuously (Backlog Grooming): The team regularly reviews, updates, and estimates backlog items to keep it ready for Sprint Planning. Q18. Justify the state",Extra Trees,0.266873,0.733127,Dense,Dense,0.2,0.25,0.25,0.3868528072345416,0.430676558073393,0.430676558073393,4,0.25,0.0,3.9771105485652,3.474822581147252,0.0808226385350279,0.6052705517678781,0.5197597550866128,0.0378688720275571,0.5384615384615384,0.7142857142857143,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.5384615384615384,0.7142857142857143
reduction opportunity enablement,Risk Reduction / Opportunity Enablement: Does this unlock other work or reduce risk? Example: Item Business Value Time Criticality Risk Reduction CoD Job Size WSJF Feature A 5 3 2 10 5 2.0 Feature B 8 5 3 16 3 5.3 Feature C 2 1 1 4 2 2.0 Feature B has the highest WSJF score (5.3) and should be done first. ii) MoSCoW Method: MoSCoW categorizes requirements into four priority buckets: •​ Must Have (M): Non-negotiable requirements. The product cannot be released without these. •​ Should Have (S): I,Extra Trees,0.035354,0.964646,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,10.94783768774966,1.0947837687749662,10.94783768774966,0.4966259942012402,0.4101458762775832,0.0847322407497073,0.0526315789473684,1.0,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.0526315789473684,1.0
salary module,"are defined by law or HR policy — they do not change frequently. The incremental model is ideal when requirements are stable. •​ Modular Delivery: The system can be broken into independent modules (Salary, Tax, Reports), each delivered as a separate increment. Each module is fully functional and tested before the next begins. •​ Early Usability: HR can start using the Salary module even while the Tax module is being developed, providing immediate value. •​ Reduced Integration Risk: Since modules",Extra Trees,0.052236,0.947764,Dense,Dense,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,1,1.0,0.0,12.482423186599732,3.621546532942344,2.334906326234222,0.5535310085880168,0.4228962844994048,0.0240697752423042,0.1764705882352941,0.8666666666666667,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.8666666666666667
burndown line plotted,r decrease is represented by the Ideal Burndown Line. The team's goal is for the Actual Remaining Work line to meet zero by the last day of the sprint. Two Lines on the Chart: •​ Ideal Burndown Line: A straight diagonal from total work (Day 0) to zero (last day). Assumes work is completed at a perfectly uniform rate. •​ Actual Burndown Line: Plotted from real data each day. It is rarely straight — it shows peaks (when little work was completed) and steep drops (high-productivity days). Reading t,Extra Trees,0.181984,0.818016,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,10.90939342255594,5.266413961794303,3.485277169480634,0.5768860150903764,0.5012181502465312,0.0196385516098429,0.4285714285714285,0.9166666666666666,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.4285714285714285,0.9166666666666666
scrum roles,ts of Scrum. 3 Roles: 8.​ Product Owner (PO): Maximizes value; manages the Product Backlog; prioritizes features; represents stakeholders. 9.​ Scrum Master (SM): Facilitates Scrum; removes impediments; coaches the team; ensures Scrum values are upheld. 10.​ Developers: Cross-functional team that builds the product; self-organizing; responsible for delivering the Sprint Increment. 5 Events: 11.​ Sprint: The main container event (1–4 weeks). 12.​ Sprint Planning: Defines the Sprint Goal and select,Extra Trees,0.272355,0.727645,Dense,Dense,0.0,0.5,0.5,0.0,0.6309297535714575,0.6309297535714575,2,0.5,0.0,4.890957093929758,2.191027991764196,0.3165926937067445,0.6006760696305533,0.5715480088245377,0.0024246799094331,0.1764705882352941,0.6333333333333333,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.6333333333333333
count cards,"e, edge cases, dependencies. 31.​ Each developer privately selects a card from their deck. 32.​ On the count of three, all cards are revealed simultaneously. 33.​ Results are discussed if there is wide variation. 34.​ Re-estimation happens until consensus is reached. Example: Team Member Card Played Reasoning Developer A 5 Standard implementation, familiar with auth module Developer B 13 Worried about email delivery reliability, token expiry edge cases QA Engineer 8 Needs testing for multiple em",Extra Trees,0.006014,0.993986,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,7.780903081094338,2.665856312061036,2.9494146310413623,0.4752888935676509,0.4038161151255114,0.0382243145580368,0.25,0.925,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.25,0.925
codes india checkout," PIN codes in India. •​ Checkout supports Indian address format (State, PIN code). Sprint Goal: 'Enable the launch of a basic e-commerce website with product catalog, cart, and payment for Indian customers.' Sprint Backlog Items: Priori ty Backlog Item Story Points 1 Design and develop Homepage with India-specific branding 5 2 Product Catalog with categories and INR pricing 8 3 User Registration and Login (Phone/Email OTP) 5 4 Shopping Cart (Add/Remove/Update items) 5 5 Checkout with Indian addr",Extra Trees,0.006104,0.993896,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,11.574168457151483,1.1574168457151484,11.574168457151483,0.6351940767977877,0.4396433660039783,0.1327656691540025,0.0526315789473684,1.0,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.0526315789473684,1.0
team inertia scrum,This inertia manifests as: •​ Reluctance to attend Daily Scrums ('we're too busy for meetings'). •​ Clinging to old reporting structures and hierarchical decision-making. •​ Resistance to cross-functional collaboration ('that's not my job'). •​ Fear of transparency and public accountability. Overcoming Team Inertia: •​ The Scrum Master must coach and guide the team patiently. •​ Leadership must demonstrate commitment to Agile values. •​ Small early wins in sprints help build confidence and buy-i,Extra Trees,0.164717,0.835283,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,8.28534818111645,3.761244714027755,1.681184842070973,0.6417218072905574,0.5204132719834462,0.0404736699280736,0.25,0.775,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.25,0.775
core banking,"ering the most critical functionality first (security, authentication, core banking) and then adding features incrementally (analytics, notifications). •​ Risk Management: Banking systems cannot afford partial security. Delivering core features first ensures a secure foundation before building analytics on top. •​ Auditability: Banks require thorough documentation and testing at each increment, which the incremental model supports. Delivery Plan: Increment Features Delivered Increment 1 User Aut",Extra Trees,0.007604,0.992396,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,7.908518674840236,4.237969031307133,0.1326305223154911,0.5647404844372189,0.4525967837123054,0.0732798148746909,0.25,0.85,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.25,0.85
acceptance criteria ac," Scrum. Any day the actual line is significantly above the ideal line is a trigger for the team to self-organize and adapt their plan. The chart gives a data-driven, visual, objective measure of whether the sprint is on track — removing subjective status reports ('I think we're fine') and replacing them with facts. Q43. Explain the term 'Confirmation of Acceptance Criteria' in detail What are Acceptance Criteria? Acceptance Criteria (AC) are a set of specific, measurable conditions that a user s",Extra Trees,0.002028,0.997972,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,13.85946389529651,4.410841573649748,4.953385970071992,0.6425719152693834,0.4469799525471337,0.1604609140960328,0.3333333333333333,0.8,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.3333333333333333,0.8
research types spikes,"re research. Types of Spikes: •​ Technical Spike: Researching a technical solution (e.g., 'Can we integrate Payment Gateway X with our system?'). •​ Functional Spike: Understanding a complex business requirement (e.g., 'What exactly does GDPR compliance require of our data storage?'). Example: Scenario: An e-commerce company wants to add AI-based product recommendations. Complex Requirement: Integrate a machine learning model to recommend products to users in real-time based on browsing history.",Extra Trees,0.027954,0.972046,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,5.034429004115562,1.8850195946603097,1.4275063961736514,0.5796894456658449,0.4453681136720173,0.0870932673314709,0.1111111111111111,0.75,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.1111111111111111,0.75
development agile,"s a working piece of the system. •​ Testing is done after each increment. •​ Risk is reduced compared to Waterfall because early increments can be tested. Agile Development: Agile is a philosophy and set of principles that promotes iterative development, collaboration, and customer feedback. In Agile, requirements and solutions evolve through the collaborative effort of cross-functional teams. Agile welcomes changing requirements even late in development. Characteristics of Agile: •​ Iterative a",Extra Trees,0.035,0.965,Dense,Dense,0.0,1.0,1.0,0.0,1.0,1.0,1,1.0,0.0,4.5451768758528495,3.4422227119384297,0.5478363522871579,0.6684159387638963,0.5608472391227797,0.0901507904594248,0.0526315789473684,0.5,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.0526315789473684,0.5
restaurant reservation ar,"ry) Should Have (S) – Important but Not Critical at Launch: •​ User Reviews and Ratings for Restaurants •​ Coupon and Promo Code System •​ Order History and Re-order Functionality •​ Multiple Delivery Addresses Could Have (C) – Nice-to-Have: •​ AI-based Personalized Food Recommendations •​ Loyalty Points / Reward Program •​ Live Chat with Delivery Partner •​ Dietary Filter (Vegan, Gluten-Free, etc.) Won't Have (W) – Out of Scope for Now: •​ In-app Restaurant Reservation System •​ AR/VR Menu Visu",Extra Trees,0.007657,0.992343,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,7.809202689119073,3.154878463184597,1.738578029617571,0.4846196970110121,0.4189180462473352,0.0393045526794821,0.25,0.825,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.25,0.825
self organizing team,"rity Skeptical, need proof before adopting Provide data, pair with early adopters Laggards Strongly resist change Coach heavily or reassign roles Understanding these personality types allows the Scrum Master to tailor coaching strategies for each team member during Agile adoption. Q15. Describe Autonomy and Decision Making in Self-Organization in Team What is a Self-Organizing Team? A self-organizing team in Scrum is one that chooses how best to accomplish their work, rather than being directed ",Extra Trees,0.051217,0.948783,Dense,Dense,0.0,0.5,0.5,0.0,0.6309297535714575,0.6309297535714575,2,0.5,0.0,6.869269682986358,2.546561738685994,4.714114337623627,0.5784007722759259,0.5032233185157574,0.0012835124127983,0.1764705882352941,0.5,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.5
tdd automated testing,"t-Driven Development (TDD), automated testing, and peer reviews help catch defects early. 3. Create Knowledge: Teams should invest in learning and documentation. Knowledge gained during development should be shared and codified. This prevents rework and promotes continuous improvement. 4. Defer Commitment: Decisions should be delayed until the last responsible moment. This allows teams to gather more information before committing to a solution, reducing the risk of making costly decisions too ea",Extra Trees,0.004224,0.995776,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,6.502220393285235,3.618846795828136,2.9168769810921447,0.5126142516660054,0.4192179616486725,0.0715912555188937,0.1111111111111111,0.6,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.1111111111111111,0.6
teams scrum scrums,"ependencies, and resolve cross-team impediments. It is essentially a higher-level Scrum meeting for representatives from multiple teams. When is Scrum of Scrums Used? When a product is too large for a single Scrum team (recommended: 5–9 members) and requires multiple teams (e.g., 3 teams of 7 = 21 people) working in parallel on different parts of the product. How Scrum of Scrums Works: •​ Each individual Scrum team runs their own Sprint events (Daily Scrum, Sprint Planning, etc.). •​ An ambassad",Extra Trees,0.267118,0.732882,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,8.531345312023536,4.357440326502267,0.183912420669408,0.602799465711762,0.5750888170919495,0.02076932896298,0.1764705882352941,0.8,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.8
characteristics spike time," Characteristics of a Spike: •​ Time-boxed: Has a fixed time limit (e.g., 2 days, 1 sprint). •​ Output is knowledge, not working code (though a PoC may be produced). •​ Results are shared with the team to inform future planning. Q22. Explain 3-5-3 Rule of Project Organization in Detail What is the 3-5-3 Rule? The 3-5-3 rule is a structural framework in Scrum that defines the number of roles, events, and artifacts in the Scrum framework. It helps teams and organizations remember the core componen",Extra Trees,0.109218,0.890782,Dense,Dense,0.25,0.5,0.5,0.430676558073393,0.6309297535714575,0.6309297535714575,2,0.5,0.0,8.44557502559774,4.418942633387842,2.262207596142251,0.5296067077644009,0.4508661404892547,0.0077195842402831,0.3333333333333333,0.8,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.3333333333333333,0.8
agile azure boards,"rm the planning of the next sprint immediately. Q47. Explain the Usage of Following Tools for Agile: i) Azure DevOps ii) ZenHub i) Azure DevOps: Azure DevOps (by Microsoft) is a comprehensive, cloud-based platform that provides a complete set of tools for planning, developing, testing, and delivering software. It is widely used in enterprise Agile/Scrum teams. Key Features for Agile: •​ Azure Boards: Provides a Kanban board, Sprint board, Backlog management, and Burndown charts. Teams can create",Extra Trees,0.051796,0.948204,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,6.637231951930069,3.5037754139514554,0.5276930317907373,0.6062099861665075,0.4865458918297188,0.0667740519839821,0.25,0.95,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.25,0.95
indian customer,"nch a website that allows sales to customers inside India' User Story (Structured Format): As an Indian customer, I want to browse and purchase products on a website, so that I can conveniently shop online and have items delivered to my doorstep within India. Acceptance Criteria: •​ Website is accessible from all major Indian cities. •​ All prices are displayed in Indian Rupees (INR). •​ Payment via UPI, Net Banking, Credit/Debit Cards (Indian banks). •​ Delivery available across all serviceable",Extra Trees,0.040886,0.959114,Dense,Dense,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,1,1.0,0.0,11.051975253348582,4.2360994695905125,4.551836609653551,0.5392115387019667,0.43420202451185,0.0166565759062361,0.25,0.825,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.25,0.825
